Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\CW\CW_PP_55_Das\CW_PP_55_Das_01_Slot1-01_1_12599.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_02_Slot1-02_1_12600.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_03_Slot1-03_1_12601.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_04_Slot1-04_1_12602.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_05_Slot1-05_1_12603.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_06_Slot1-06_1_12604.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_07_Slot1-07_1_12605.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_08_Slot1-08_1_12606.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_09_Slot1-09_1_12607.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_10_Slot1-10_1_12608.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_11_Slot1-11_1_12609.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_12_Slot1-12_1_12610.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_13_Slot1-13_1_12611.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_14_Slot1-14_1_12612.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_15_Slot1-15_1_12613.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_16_Slot1-16_1_12614.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_17_Slot1-17_1_12615.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_18_Slot1-18_1_12616.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_19_Slot1-19_1_12617.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_20_Slot1-20_1_12618.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_21_Slot1-21_1_12619.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_22_Slot1-22_1_12620.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_23_Slot1-23_1_12621.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_24_Slot1-24_1_12622.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_25_Slot1-25_1_12623.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_26_Slot1-26_1_12624.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_27_Slot1-27_1_12625.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_28_Slot1-28_1_12626.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_29_Slot1-29_1_12627.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_30_Slot1-30_1_12628.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_31_Slot1-31_1_12629.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_32_Slot1-32_1_12630.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_33_Slot1-33_1_12631.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_34_Slot1-34_1_12632.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_35_Slot1-35_1_12633.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_36_Slot1-36_1_12634.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_37_Slot1-37_1_12635.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_38_Slot1-38_1_12636.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_39_Slot1-39_1_12637.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_40_Slot1-40_1_12638.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_41_Slot1-41_1_12639.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_42_Slot1-42_1_12640.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_43_Slot1-43_1_12641.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_44_Slot1-44_1_12642.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_45_Slot1-45_1_12643.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_46_Slot1-46_1_12644.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_47_Slot1-47_1_12645.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_48_Slot1-48_1_12646.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_49_Slot1-49_1_12709.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_50_Slot1-50_1_12710.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_51_Slot1-51_1_12663.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_52_Slot1-52_1_12664.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_53_Slot1-53_1_12665.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_54_Slot1-54_1_12666.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_55_Slot1-55_1_12667.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_56_Slot1-56_1_12668.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_57_Slot1-57_1_12669.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_58_Slot1-58_1_12670.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_59_Slot1-59_1_12671.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_60_Slot1-60_1_12672.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_61_Slot1-61_1_12673.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_62_Slot1-62_1_12674.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_63_Slot1-63_1_12675.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_64_Slot1-64_1_12676.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_65_Slot1-65_1_12677.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_66_Slot1-66_1_12678.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_67_Slot1-67_1_12679.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_68_Slot1-68_1_12680.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_69_Slot1-69_1_12681.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_70_Slot1-70_1_12682.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_71_Slot1-71_1_12683.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_72_Slot1-72_1_12684.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_73_Slot1-73_1_12685.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_74_Slot1-74_1_12686.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_75_Slot1-75_1_12687.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_76_Slot1-76_1_12688.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_77_Slot1-77_1_12689.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_78_Slot1-78_1_12690.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_79_Slot1-79_1_12691.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_80_Slot1-80_1_12692.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_81_Slot1-81_1_12693.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_82_Slot1-82_1_12694.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_83_Slot1-83_1_12695.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_84_Slot1-84_1_12696.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_85_Slot1-85_1_12697.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_86_Slot1-86_1_12698.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_87_Slot1-87_1_12699.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_88_Slot1-88_1_12700.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_89_Slot1-89_1_12701.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_90_Slot1-90_1_12702.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_91_Slot1-91_1_12703.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_92_Slot1-92_1_12704.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_93_Slot1-93_1_12705.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_94_Slot1-94_1_12706.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_95_Slot1-95_1_12707.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_96_Slot1-96_1_12708.d
Q9BWH6	Q9BWH6;Q9BWH6-2	RPAP1_HUMAN	RPAP1	RNA polymerase II-associated protein 1	6810.62	5976.73	7444.35	9036.68	5439.46	10128	7525.32	9547.3	7786.07	8066.27	9985.14	11650.1	11466.9	8309.3	10130.3	11542.9	11076.7	10530.8	10823.2	10812.2	12492.8	9623.91	7833.49	12414.5	7973.54	9170.95	8307.96	7972.09	8560.9	9982.8	10648.8	8434.33	8988.42	9611.36	8157.22	7280.11	7380.07	7563.54	8023.24	8997.18	9864.88	8856.41	10160.9	8769.94	8754.23	7676.85	9185.9	7002.9	8212.7	7661.26	9225.23	9434.96	9268.61	9667.24	9003.31	9593.55	9793.09	6995.19	8109.02	8063.04	9866.56	9897.19	9064.74	10296.9	9893.03	9830.58	10035.4	9874.41	9603.33	8605.6	9370.05	9025.52	8072.44	8667.94	8317.81	7994.27	10571.7	8326.51	9072.08	9105.38	10489.2	9938.05	8599.26	8747.57	9133.93	7964.63	8165.36	8522.44	9742.8	8542.09	9974.65	9283.27	10464.8	8923.03	7226.17	7184.63
Q9BWJ5	Q9BWJ5	SF3B5_HUMAN	SF3B5	Splicing factor 3B subunit 5	12720.3	11605.5	12743.6	11955.5	9040.07	14304	13889	12770.4	10851.4	10057.9	16206.5	9055.08	14449	11378.1	15403.9	13596.3	12379.3	12386.2	13448.4	13985.4	14043	12172.5	15404.9	8903.29	5678.79	8746.04	7759.27	7731.81	5962.76	7339.96	7653.8	7354.45	5680.82	9545.43	6279.66	4982.22	8558.17	9006.95	7572.42	8421.52	7800.01	9192.04	7663.35	7681.42	5967	7054.28	7052.37	4216.1	7371.72	7819.48	8770.7	6741.37	6612.4	6230.83	5886.74	8173.5	7038.89	6200.99	6433.29	5096.38	5469.59	5622.29	8043.58	5750.57	5960.13	6864.45	6831.96	7602.16	5811.26	6844.96	6385.23	4040.14	5368.85	6981.38	7237.97	7335.6	8552.64	5639.95	8144.33	7751.96	6536.76	6037.85	6449.74	3329.07	5626.94	5353.34	5548.6	6397.46	6673.59	7077.52	6273.83	6216.2	7634.08	7228.82	4264.77	5852.24
Q9BWS9	Q9BWS9;Q9BWS9-2;Q9BWS9-3	CHID1_HUMAN	CHID1	Chitinase domain-containing protein 1	3869.22	4548.94	6567.29	4721.76	3646.25	6052.64	5912.84	4650.89	4246.7	3632.36	7159.66	3328.77	5515.8	5041.14	4989.53	4120.47	4744.54	6091.86	4104.27	4974.09	5783.21	4719.63	7205.8	5066.78	1863.91	2403.23	3118.36	2965.23	2238.49	2660.51	3228.63	2849.08	3180.51	4217.25	2582.74	2221.19	3922.06	3931.95	4244.48	2756.82	3176.54	3153.31	3442.68	2794.41	3039.13	3020.46	3412.31	2268.32	2212.07	3325.67	3770.77	2515.15	3799.65	2380.82	2526.77	3818.43	2689.97	1541.6	2813.2		2969.41	2601.27	3923.15	2418.6	3118.64	3214.94	2409.71	2594.27	2518.12	3155.53	2110.16	2232.01		2387.77	2349.68	2754.41	3536.05	1971.85	3173.9	2884.81	3658.51	2507.1	2472.89	2639.81	2151.25	2338.49		2805.4	3069.39	2937.65	2890.25	3779.51	3317.99	2739.01	3923.44	
Q9BWU0	Q9BWU0	NADAP_HUMAN	SLC4A1AP	Kanadaptin	4573.77	6581.79	5611.12	3714	6413.35	4555.39	4851.15	4143.57	2437.91	6918.17	7405.44	7515.96	4450.79	7112.02	8308.15	10248.7	5701.17	8277.51	8040.94	6898.83	8808.6	5491.42	7554.43	8964.64	6387.71	5973.99	3651.56	4726.75	4996.72	7342.01	6105.03	4680.21	5728	5401.86	5744.21	5349.85	6272.33	5272.29	4625.73	4874.54	5196.08	5351.39	4501.52	5914.4	5555.55	4172.53	4981.72	4068.45	3699.36	3927.02	5301.96	5007.45	5366.87	3431.78	2733.53	4999.55	2680.85	2568.99	4665.1	5009.59	4260.87	3848.5	4855.9	3766.53	4031.15	3360.68	3747.78	5097.5	3431.38	3746.68	2821.32	5003.93	3377.74	3878.13	4082.57	3519.42	5087.6	3070.45	3827.5	4830.54	4514.91	3858.98	3874.71	4296.92	4315.13	4650.31	4614.53	3777.28	4837.29	3489.26	4604.28	3143.29	3407.82	2552.15	2867.87	3385.45
Q9BX10;Q9BX10-4	Q9BX10;Q9BX10-2;Q9BX10-4	GTPB2_HUMAN	GTPBP2	GTP-binding protein 2	9172.16	8391.07	11014.7	9399.6	8518.86	12510	8858.26	9733.64	10444.9	9056.35	10667.8	10764.3	12271	10156.3	11503.8	12342.6	11908.6	14418.7	10746.6	11442.8	11570.2	9685	11764.1	11395.5	6658.55	7236.61	8044.95	7596.22	5747.01	7809.31	8102.55	6085.13	7171.49	6465.2	6463.39	7234.99	7563.65	7789.87	7562.19	6909.14	7889.16	7038.61	6920.84	7074.87	7385.69	5235.47	6542.95	6672.21	8735.84	9133.83	8194.86	7973.69	6954.61	7948.22	6815.72	8799.99	8012.48	7814.04	7176.99	6566.29	8202.43	7103.68	8402.6	8045.43	7997.73	8910.87	7630.07	8851.65	8547.02	8957.28	8627.54	7426.9	7271.11	7359.51	7028.3	7217.89	8633.57	6944.95	8691.24	7482.98	8306.49	6685.49	7706.63	6923.12	6967.72	6734.96	7628.83	7278.65	7191.65	8076.6	8320.09	7355.2	6693.76	7306.34	6238.92	6741.56
Q9BX40	Q9BX40;Q9BX40-2	LS14B_HUMAN	LSM14B	Protein LSM14 homolog B			6116.05			5966.05		3397.03	6410.05	5530.05	6317.05	6139.05	6368.05	8039.07	8674.06	11649.1	8092.06	8457.07	8768.07	8041.06	11104.1	6855.06	8170.07	6983.06	3638.03			2758.02			4862.04	3429.03	3807.03		3641.03	3626.03				3233.03	4608.04		3796.03	3438.03		3823.03	3950.03	3746.03			2977.02		3431.03		2330.02																								2299.02													2220.02				
Q9BX68	Q9BX68	HINT2_HUMAN	HINT2	Adenosine 5'-monophosphoramidase HINT2	1840.44	1453.45					2518.91		2744.41	2025.57	3165.88			2219.73	2871.89		2706.79		2943.46	2388.93	2025.57	2151.04	3675.41				1604.11	2390.9		1885.74	2343.63	1433.75	1323.46	1661.22	1216.13		2209.71	2209.71	1704.55	1991.1	1788.25	2399.76	2062.99	1581.46	1637.59	1850.74			1975.35	1886.21	3026.81	1647.77	1866.55	2354.66		2076.62	1880.53	1523.17	1928.36	1692.73	2228.36	1988.11	2942.14	1876.91	2302.85	2421.59	1282.82	1773.16	2012.21	2385.66	1849.6	1637.59		1999.05	2638.6	2151.48	2782.56	1334.99	2765.14	2677.04	2074.27	1949.8	1733.52	1066.08		1528.28	1733.78	2056.12	2780.85	2097.32	2396.81	1147.98	2343.94		1710.38	1946.79
Q9BXB4	Q9BXB5;Q9BXB5-2;Q9BXB4	OSB11_HUMAN	OSBPL11	Oxysterol-binding protein-related protein 11			1798.79			1902.63		2496.11	2145.92	1851.73	1872.44	2152.03	2191.21	2703.78	2235.51	2308.22	2881.93	2263.54	2929.78	2052.27	1846.73	2041.57	1811.49	2111.47	1316.26	1341.71	1230.75	1516.81	933.498		1119.79	1258.24	1199.19	1572.8	1224.64				1387.52	1260.27		829.568	1580.01	949.786		881.581		1435.37	1698.63	1504.59	1445.55	1765.45	1551.42	1392.41	1313.21	1885.07	1571.83	1462.85	1851.2	1501.12	2050.23	1541.16	2400.42	1537.83	1798.42	1513.75	1664.63	1834.42	1438.01	1816.82	1430.37	1677.65	1234.82	1532.08	1095.36		1665.43	1193.08	2386.23	1600.05	2057.31	1816.11	1490.34	1724.48	979.307	1446.56	1439.19	1731.6	1547.35		1449.62	1886.34	1749.93	1316.26		1320.09
Q9BXJ9	Q9BXJ9;Q9BXJ9-4	NAA15_HUMAN	NAA15	N-alpha-acetyltransferase 15, NatA auxiliary subunit	24939.4	22825.6	31842.9	19381.6	20710.4	30590.3	24460.5	31116.7	25820.8	23984.4	40418.9	30318.1	34581.6	31834.7	36037.7	35357.7	33751.9	36839.7	31874.2	33087.4	37596.2	30674.2	43862.1	43313.5	22259.2	33962.9	29587.1	28319.3	27686.5	30907	34856.8	28057.8	30623.6	33987.6	32359.3	29071.2	37808.2	34314	32851.8	28873.9	34673.2	32051.3	29955.5	29409.4	35953.6	29067.6	39531.5	31933.8	34147.3	37783.7	46293.9	38977.6	39241.8	36399.6	31482.8	37837.8	37267.1	28671	35106.5	33896.5	42017.6	37995.8	51061.1	39434.2	41925.6	43950.4	34042	38864.8	38065	37368.7	37857	35620.2	31311.9	33373.9	37236.7	34786.3	44531.5	30842.5	38027.3	39363.2	42144.3	40228.4	34794.1	36676.6	27965.4	37119.9	35577.7	33890.4	33897.8	38795.7	37473.3	36589.6	37794.8	33612.4	27749.9	30216.5
Q9BXK5	Q9BXK5;Q9BXK5-2	B2L13_HUMAN	BCL2L13	Bcl-2-like protein 13		3758.99				3921.29		5488.21	4786.91		4962.23	3269.88	7645.22	5849.39	4770.65	5126.54	6435.39	5725.65	5301.86	5355.29	6743.54	4980.27	7007.24	6137.42	1780.31	3106.76	2410.14	2497.65	1727.21	2831.49	3811.09	2820.95	2472.6	2493.64	3231.01	1969.66	3311.16	3333.97	2935.32	1983.69	2259.2	2386.44	2966.38	3027.5	2835.28	2330.34	2551.75	2588.81	3791.05	4771.88	5173.4	2722.06	3948.06	2859.67	4344.91	3567.72	3715.99	3731.94	3641.32	4337.1	3296.13	3974.39	5686.63	4700.48	5231.77	6090.26	4205.82	3898.91	3955.69	5094.8	4917.15	3979.4	3042.66	4456.29	5092.47	4772.88	5186.61	3548.78	4381.55	4486.35	5024.52	4617.59	4596.44	3248.2	2798.2	3630.36	3768.01	4168.76	3353.24	4801.67	4439.26	4374.14	4534.43	3567.64	3667.82	2608.85
Q9BXL5	Q9BXL5	HEMGN_HUMAN	HEMGN	Hemogen	21565.1	19346.1	21981.7	17415	19703.8	24539.4	17771.3	22629.3	21077.7	17652.6	22984.8	20170.8	27869.6	20487.1	27457.3	26040.3	26112.3	28678.1	25715.1	24451.7	25558.2	17634.1	23066	25385.7	18227	21870.3	19536.6	18281.9	16711.6	22127.2	21612.7	19160	18911.5	20684.7	23308.1	20136.8	20634.4	21117.6	20955.1	19591.9	20991.6	22715.6	23106.4	19032.4	22558.8	16466.9	24520.3	15893.7	24511.6	22666	27450.4	24792.8	23723.9	23617.7	24849.1	23163.7	23845.2	22590.2	21568	23250	23548.8	22419.2	25356.1	22460.2	26106.8	23560.4	23206.3	23648	23544.5	24281.6	20385.8	21087.6	19825	23045.3	19945.2	24485.9	25948.3	20861.6	25116.7	25518	22544.5	22988.9	23207.9	20792.5	16811.3	21902.6	22270.3	20158.7	23064.8	22455.5	20911.4	23310.8	20606	22226	17292.4	17768
Q9BXP5;Q9BXP5-2;Q9BXP5-3;Q9BXP5-4	Q9BXP5;Q9BXP5-2;Q9BXP5-3;Q9BXP5-4;Q9BXP5-5	SRRT_HUMAN	SRRT	Serrate RNA effector molecule homolog	15375.3	14929.9	13843.2	15837.1	14606.1	17780.6	14780.6	15166	14051.2	13901.5	15998.5	21291	22979.2	16590.5	19110.7	19513.7	18419	20508.1	16855.9	17124.8	18398.4	14502.5	17461.1	19059.1	8903.93	10728.4	10056.5	10716.7	7384.23	10050.9	11409.9	11267.7	9924.19	12072.4	10135.2	10005.2	11562.7	11769.1	11565.1	10854.3	12169.7	12016.7	11214.4	10041.5	12194	8657.9	11365.9	8076.52	11513	11467.4	12831.8	9674	11504.4	10227.3	8715.93	12667.3	11460.6	9031.69	9839.65	9982.26	12294.5	9922.46	13003.7	11497.8	13740.9	11398.6	10765	11844.9	10137.6	11055.5	10334.1	10010.4	8683.38	9335.55	11005.6	10644.3	14645.8	8957.42	11191.2	11656.3	12283.3	10828.6	10949.7	8777.55	8964.91	10595.4	10852.4	10190.8	10453.1	11195.4	10856.3	11049	12215.8	9955.58	8564.42	7860.68
Q9BXR0	Q9BXR0;Q9BXR0-2	TGT_HUMAN	QTRT1	Queuine tRNA-ribosyltransferase catalytic subunit 1	6840.61		12597.7		10534.1	10151.2	8152.34	10782.6	9402.36	8919.64	12060.1	6169.62	8645.59	9741.74	11952	12405.9	10705.1	11416.4	10591.7	10410	10213.8	9154.72	12189.3	8276.99	4228.33	7215.71	6920.73	7365.28	4972.13	6720.26	6095.62	5962.93	6448.76	7122	3970.51	3849.18	7332.55	5901.84	6268.1	6890.97	7080.24	7268.87	6574.3	6360.44	7394.03	6094.98	6375.34	4819	6182.56	6325.21	8992.1	5923.09	7594.97	6138.68	5971.56	7600.62	7768.36	5268.54	5365.71	5603.4	5939.07	6667.27	8164	6233.94	7049.27	6753.65	6922.52	7107.78	7560.03	6913.71	6841.12	5885.86	6386.24	5961.72	8110.87	7250.76	8232.8	5194.41	7744.94	7220.68	7832.71	7242.73	5557.73	5726.36	5600.37	6701.71	7113.75	6415.4	6095.73	7364.14	7120.09	6027.02	7121.73	5894.91	4380	5002.82
Q9BXS5;Q9BXS5-2	Q9Y6Q5;Q9Y6Q5-2;Q9BXS5;Q9BXS5-2	AP1M1_HUMAN	AP1M1	AP-1 complex subunit mu-1	6227.35	4935.75	6331.01	6232.38	4347.53	7017.93	4237.01	6010.02	6442.21	6396.34	7939.53	5931.46	8962.78	8791.78	10038.3	8792.69	9634.05	9002.12	8836.1	8944.01	9639.32	7450.26	12237.7	9776.5	3239.72	5498.97	5285.8	4968.58	4355.82	6292.06	5249.79	4546.19	4657.65	5250.13	4945.29	2780.06	6342.81	5675.9	5587.32	4804.08	4806.21	5200.31	5018.41	4663.02	4807.65	4308.56	5994.32	5315.75	5552.17	4959.5	7880.04	6053.88	6550.11	6219.08	4508.84	6246.48	6683.65	5875.24	7250.63	5049.2	5925.68	7302.23	8671.42	6648.88	7019.26	7920.69	5971.35	6198.06	7078.99	7241.62	6541.13	6609.9	4743.18	5612.78	6498.56	5735.02	6712.43	4863.13	7224.92	6689.82	7330.12	7255.93	5551.73	5963.38	5031.53	6487.99	5384.77	3973.07	4817.6	6052.77	5783.73	4948.02	6428.74	5851.52	5089.34	4891.69
Q9BXS6;Q9BXS6-2	Q9BXS6;Q9BXS6-2;Q9BXS6-3;Q9BXS6-4;Q9BXS6-5;Q9BXS6-6;Q9BXS6-7	NUSAP_HUMAN	NUSAP1	Nucleolar and spindle-associated protein 1	2600.6	2993.38	2019.07	2148.69	2968.09	2829.35	2150.79	1779.66	1824.96	1705.24	2417.53	2931.58	2485.91	1933.57	1808.26	2609.03	1505.01	2193.43	2381.61	2052.78	2718.85	2987.91	3224.09	1844.05		1296.75			994.021	1458.34	942.242				1847.58	1259	1537.45	2033.06	1871.99	1580.41		1739.46				1268.81	1852.27		1692.06		1581.64		1611.55			1671.59	935.94		624.254	1600.78	716.581	1680.65	1236.97	1912.97				889.693									806.978				1276.7		914.375						991.11		690.352					
Q9BXW7;Q9BXW7-2	Q9BXW7;Q9BXW7-2	HDHD5_HUMAN	HDHD5	Haloacid dehalogenase-like hydrolase domain-containing 5	939.008		838.008												1098.01	1150.01	1026.01	1722.01	1407.01	1844.02	1698.02	1218.01	852.008	1999.02		865.007		1266.01		935.008	987.008	1635.01	1228.01	1323.01	1375.01	870.007	1037.01	1408.01	1037.01		707.006	585.005	1092.01	930.008	886.007	1002.01	1050.01	769.007	860.007		1538.01	952.008	1065.01	679.005	833.007	1084.01	900.008	434.004			750.005	963.008	1342.01	959.007	590.004			598.005	1322.01		1208.01	482.004	1562.01	791.006	1720.01	621.005				850.007	924.007	901.007	763.006	527.004				701.005					713.005	634.005		688.006
Q9BXW9;Q9BXW9-1	Q9BXW9;Q9BXW9-1;Q9BXW9-3;Q9BXW9-4	FACD2_HUMAN	FANCD2	Fanconi anemia group D2 protein	4374.3	4141.63	5966.32	9578.67	4566.12	6645.82	5338.75	5097.51	5014.12	5064.87	5689.76	7544.56	6309.85	4542.74	5457.57	5605.65	5630.91	6219.71	5447.62	5248.12	5275.08	4733.36	4760.08	7215.48	4249.54	4288.67	3697.84	4105.81	3617.95	5156.68	3819.64	4005.86	3576.85	4675.6	4947.85	3902.8	4122.24	4203.77	3469.06	4301.2	4543.24	3593.86	4042.39	3584.75	4609.41	2059.3	3906.08	4393.32	5131.41	5215.55	4384.46	4723.18	3862.85	4390.24	4771.87	4522.18	4695.94	4661.45	5126.93	4762.82	4668.51	4507.59	4824.07	4267.47	4963.71	5398.96	5129.15	4564.71	4270.53	5282.23	5301.01	4550.67	5113.12	3752.2	3953.75	4903.37	4679.39	4811.28	5036.14	4714.24	4883.66	4804.09	5098.34	4332.81	3780.94	4441.07	4800.56	4376.12	4831.83	4196.52	4872.78	5348.95	5393.93	4865.77	4819.42	4706.58
Q9BY32	Q9BY32	ITPA_HUMAN	ITPA	Inosine triphosphate pyrophosphatase	7138	5978.64	10600.8	2808.39	4355.13	11156.8	8346.6	9041.3	12414.6	10511.6	14726.3	11364.4	12217.2	13293.8	15595.9	17038.4	16293.4	13589.6	14569.1	12515.7	12209.3	12445.3	14890.2	10665.9	4938.69	5266.26	7032.64	6690.47	6796.43	6869.76	6119.3	5668.92	6478.96	7904.03	7061.66	6646.86	5924.4	7793.39	6367.44	6362.42	7737.79	8111.02	5902.29	5876.17	7123.85	6124.32	7410.74	5773.44	2716.56	4673.61	7047.4	5470.3	4920.75	4421.44	3145.54	4709.78	5053.36	3051.11	4121.05	3935.2	4673.61	4524.92	4708.77	3553.43	3961.32	5602.91	3274.14	3927.16	5122.68	3751.35	2935.57	3392.69	2207.21	3542.38	4410.39	3682.03	6248.89	2688.43	5828.96	4370.21	3970.36	4185.35	3990.45	3259.07	2390.05	3308.29	3797.56	2912.47	3956.29	5101.06	4103.97	3231.94	4083.88	3845.78	3185.73	3206.82
Q9BY41	Q9BY41;Q9BY41-4;Q9BY41-5;Q9BY41-6	HDAC8_HUMAN	HDAC8	Histone deacetylase 8							2030.81									2871.46			2236.81				3833.96				2628.83			3133.14								3841.98									3106.07				2315.27	3851	2167.63		2179.66	2554.64		1936.03		1708.44			3310.86	2667.08		3330.65		3033.17		2763.18	2345.09	2311		2669.45			3091.03			2608.78	2193.7		2516.54		2377.17		2791.25			7296.79	2197.39		2631.84	2281.93		
Q9BY43;Q9BY43-2	Q9BY43;Q9BY43-2	CHM4A_HUMAN	CHMP4A	Charged multivesicular body protein 4a	2112.11	2411.86	2879.54		2398.69	2976.4	2175	2947.95	2465.53	3058.7	4238.97	2187.07	2890.34	1732.86	3082.97	2822.65	3337.62	2401.43	2074.64	3140.44	2413.42	2083.82	4790.52	2204.92		2112.62						1311.64		2873.24						1241.19		2359.45		1744.85	1743.35	2175.63	2279.15		1628.19	1805.68	2913.08	1750.85	2344.46		1962.21	1885.84	2345.7		1920.68	959.37	1479.78	2188.56	2206.55	2148.58	2271.91	2711.37	1911.51	1830.02	1695.39	1990.2	2038.37				2005.85	1890.77	2290.23	1884.7	2072.12	2168.56		2419.35	1589.74		1558.14	2001.91	2123.43		1577.99				1652.65	1607.65		
